Código,Município,UF,Arroz Inundado,Café,Cana-de-Açúcar Irrigada,"Outras Culturas em Pivôs Centrais (exceto arroz, café e cana)","Pivôs Centrais - Total (considerando sobreposição com arroz, café e cana)",Outras culturas e sistemas,Área Total Irrigada,Cana-de-Açúcar Fertirrigada,Área Total (Irrigada e Fertirrigada),Grupo Predominante no Município,Sistema Predominante no Município,AAI com água superficial em agricultura de sequeiro,AAI com água superficial em pastagem,AAI com água subterrânea,AAI - Potencial Total,AAI - Potencial Efetivo
3205176,Vila Valério,ES,0,"14,356",0,82,82,"1,017","15,455",0,"15,455",Café,Localizada,"2,496",4,165,"2,664","1,935"
3205200,Vila Velha,ES,0,0,0,0,0,55,55,0,55,Outras culturas e sistemas,Aspersão - Outros,"1,880",112,35,"2,027","1,866"
3205309,Vitória,ES,0,0,0,0,0,0,0,0,0,Outras culturas e sistemas,Outros ou sem predominância,183,43,0,226,182
3300100,Angra dos Reis,RJ,0,0,0,0,0,80,80,0,80,Outras culturas e sistemas,Outros ou sem predominância,"1,859","1,287",96,"3,243",510
3300159,Aperibé,RJ,0,0,0,0,0,173,173,0,173,Outras culturas e sistemas,Aspersão - Outros,227,923,81,"1,231",16
3300209,Araruama,RJ,0,0,0,0,0,473,473,"2,059","2,533",Cana fertirrigada,Localizada,"3,209","1,357",201,"4,767","1,099"
3300225,Areal,RJ,0,0,0,0,0,24,24,0,24,Outras culturas e sistemas,Aspersão - Outros,"1,751",303,120,"2,175",0
3300233,Armação dos Búzios,RJ,0,0,0,0,0,3,3,0,3,Outras culturas e sistemas,Outros ou sem predominância,"1,401","1,340",11,"2,752","1,401"
3300258,Arraial do Cabo,RJ,0,0,0,0,0,0,0,0,0,,,831,463,11,"1,305",452
3300308,Barra do Piraí,RJ,0,0,0,0,0,54,54,0,54,Outras culturas e sistemas,Outros ou sem predominância,"3,880","8,515",417,"12,812",434
3300407,Barra Mansa,RJ,0,0,0,0,0,336,336,0,336,Outras culturas e sistemas,Aspersão - Outros,"6,734","1,604",559,"8,896",79
3300456,Belford Roxo,RJ,0,0,0,0,0,0,0,0,0,,,75,0,24,99,75
3300506,Bom Jardim,RJ,0,0,0,0,0,662,662,0,662,Outras culturas e sistemas,Aspersão - Outros,"4,440",168,414,"5,022",0
3300605,Bom Jesus do Itabapoana,RJ,0,0,0,0,0,318,318,0,318,Outras culturas e sistemas,Aspersão - Outros,"3,021","4,891",724,"8,636",0
3300704,Cabo Frio,RJ,0,0,0,0,0,50,50,"1,125","1,175",Cana fertirrigada,Outros ou sem predominância,"2,862","1,049",75,"3,986",433
3300803,Cachoeiras de Macacu,RJ,0,0,0,0,0,69,69,0,69,Outras culturas e sistemas,Outros ou sem predominância,"7,469","4,200",389,"12,057",616
3300902,Cambuci,RJ,0,0,0,0,0,5,5,0,5,Outras culturas e sistemas,Localizada,"2,151","7,884",656,"10,691",7
3300936,Carapebus,RJ,0,0,0,0,0,118,118,0,118,Outras culturas e sistemas,Outros ou sem predominância,"2,473",72,13,"2,558",0
3300951,Comendador Levy Gasparian,RJ,0,0,0,0,0,0,0,0,0,,,"1,048","2,146",90,"3,284",10
3301009,Campos dos Goytacazes,RJ,0,23,0,0,0,315,338,"7,965","8,303",Cana fertirrigada,Outros ou sem predominância,"43,101","16,055","1,604","60,759",363
3301108,Cantagalo,RJ,0,0,0,0,0,296,296,0,296,Outras culturas e sistemas,Aspersão - Outros,"6,203","7,343",741,"14,287",16
3301157,Cardoso Moreira,RJ,0,0,0,0,0,389,389,17,406,Outras culturas e sistemas,Aspersão - Outros,"5,787","10,024",492,"16,302",7
3301207,Carmo,RJ,0,0,0,0,0,115,115,0,115,Outras culturas e sistemas,Aspersão - Outros,"2,505","2,957",250,"5,712",1
3301306,Casimiro de Abreu,RJ,0,0,0,0,0,30,30,0,30,Outras culturas e sistemas,Localizada,"3,209","2,410",166,"5,784",226
3301405,Conceição de Macabu,RJ,0,0,0,0,0,105,105,0,105,Outras culturas e sistemas,Outros ou sem predominância,"2,466",516,138,"3,120",187
3301504,Cordeiro,RJ,0,0,0,0,0,72,72,0,72,Outras culturas e sistemas,Aspersão - Outros,742,109,78,929,0
3301603,Duas Barras,RJ,0,0,0,0,0,751,751,0,751,Outras culturas e sistemas,Aspersão - Outros,"2,975","1,090",375,"4,440",2
3301702,Duque de Caxias,RJ,0,0,0,0,0,148,148,0,148,Outras culturas e sistemas,Outros ou sem predominância,"1,604",352,159,"2,114",524
3301801,Engenheiro Paulo de Frontin,RJ,0,0,0,0,0,21,21,0,21,Outras culturas e sistemas,Outros ou sem predominância,"1,199",276,149,"1,624",0
3301850,Guapimirim,RJ,0,0,0,0,0,97,97,0,97,Outras culturas e sistemas,Aspersão - Outros,"3,577",541,222,"4,340",456
3301876,Iguaba Grande,RJ,0,0,0,0,0,0,0,0,0,,,201,35,18,253,174
3301900,Itaboraí,RJ,0,0,0,0,0,30,30,0,30,Outras culturas e sistemas,Outros ou sem predominância,"3,229",180,268,"3,677",917
3302007,Itaguaí,RJ,0,0,0,0,0,29,29,0,29,Outras culturas e sistemas,Outros ou sem predominância,"1,933",191,145,"2,269",513
3302056,Italva,RJ,0,0,0,0,0,134,134,0,134,Outras culturas e sistemas,Outros ou sem predominância,"1,839","5,173",391,"7,403",15
3302106,Itaocara,RJ,0,0,0,0,0,81,81,0,81,Outras culturas e sistemas,Localizada,"2,712","8,511",452,"11,674",0
3302205,Itaperuna,RJ,0,0,0,0,0,448,448,0,448,Outras culturas e sistemas,Aspersão - Outros,"4,898","22,190","1,331","28,419",0
3302254,Itatiaia,RJ,0,0,0,0,0,0,0,0,0,,,"1,485","1,966",141,"3,592",66
3302270,Japeri,RJ,0,0,0,0,0,26,26,0,26,Outras culturas e sistemas,Outros ou sem predominância,74,0,16,89,74
3302304,Laje do Muriaé,RJ,0,0,0,0,0,46,46,0,46,Outras culturas e sistemas,Outros ou sem predominância,"1,298","3,554",326,"5,178",0
3302403,Macaé,RJ,0,0,0,0,0,82,82,0,82,Outras culturas e sistemas,Outros ou sem predominância,"8,874","4,405",259,"13,538","1,226"
3302452,Macuco,RJ,0,0,0,0,0,46,46,0,46,Outras culturas e sistemas,Outros ou sem predominância,"1,023",132,108,"1,263",0
3302502,Magé,RJ,0,0,0,0,0,88,88,0,88,Outras culturas e sistemas,Outros ou sem predominância,"3,151",545,145,"3,841","1,632"
3302601,Mangaratiba,RJ,0,0,0,0,0,11,11,0,11,Outras culturas e sistemas,Outros ou sem predominância,683,912,92,"1,687",61
3302700,Maricá,RJ,0,0,0,0,0,0,0,0,0,,,"2,550",399,144,"3,093","1,681"
3302809,Mendes,RJ,0,0,0,0,0,40,40,0,40,Outras culturas e sistemas,Outros ou sem predominância,"1,001",111,107,"1,220",0
3302858,Mesquita,RJ,0,0,0,0,0,0,0,0,0,,,1,2,0,3,0
3302908,Miguel Pereira,RJ,0,0,0,0,0,290,290,0,290,Outras culturas e sistemas,Outros ou sem predominância,"1,770","1,095",263,"3,128",13
3303005,Miracema,RJ,0,0,0,0,0,103,103,0,103,Outras culturas e sistemas,Outros ou sem predominância,"1,916","2,026",328,"4,269",7
3303104,Natividade,RJ,0,0,0,0,0,237,237,0,237,Outras culturas e sistemas,Aspersão - Outros,"1,795","4,485",346,"6,626",6
3303203,Nilópolis,RJ,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
3303302,Niterói,RJ,0,0,0,0,0,4,4,0,4,Outras culturas e sistemas,Outros ou sem predominância,146,71,58,276,7
3303401,Nova Friburgo,RJ,0,0,0,0,0,"2,299","2,299",0,"2,299",Outras culturas e sistemas,Aspersão - Outros,"6,934","2,486",510,"9,930",0
3303500,Nova Iguaçu,RJ,0,0,0,0,0,91,91,0,91,Outras culturas e sistemas,Aspersão - Outros,"2,478",295,558,"3,331",853
3303609,Paracambi,RJ,0,0,0,0,0,16,16,0,16,Outras culturas e sistemas,Outros ou sem predominância,"2,423","3,184",166,"5,773",274
3303708,Paraíba do Sul,RJ,0,0,0,0,0,275,275,0,275,Outras culturas e sistemas,Outros ou sem predominância,"5,025","3,337",494,"8,856",74
3303807,Paraty,RJ,0,0,0,0,0,78,78,0,78,Outras culturas e sistemas,Outros ou sem predominância,"1,792","1,891",35,"3,719",326
3303856,Paty do Alferes,RJ,0,0,0,0,0,349,349,0,349,Outras culturas e sistemas,Superficial,"2,934","1,124",410,"4,468",0
3303906,Petrópolis,RJ,0,0,0,0,0,93,93,0,93,Outras culturas e sistemas,Aspersão - Outros,"6,676","1,099",509,"8,284",0
3303955,Pinheiral,RJ,0,0,0,0,0,34,34,0,34,Outras culturas e sistemas,Outros ou sem predominância,483,249,57,789,8
3304003,Piraí,RJ,0,0,0,0,0,63,63,0,63,Outras culturas e sistemas,Outros ou sem predominância,"3,707","1,919",384,"6,010",237
3304102,Porciúncula,RJ,0,0,0,0,0,179,179,0,179,Outras culturas e sistemas,Aspersão - Outros,"2,259","1,845",307,"4,410",0
3304110,Porto Real,RJ,0,0,0,0,0,15,15,0,15,Outras culturas e sistemas,Outros ou sem predominância,548,"2,101",0,"2,649",485
3304128,Quatis,RJ,0,0,0,0,0,43,43,0,43,Outras culturas e sistemas,Outros ou sem predominância,"3,558","1,580",246,"5,384",430
3304144,Queimados,RJ,0,0,0,0,0,18,18,0,18,Outras culturas e sistemas,Outros ou sem predominância,36,0,50,86,36
3304151,Quissamã,RJ,0,0,0,0,0,347,347,0,347,Outras culturas e sistemas,Aspersão - Outros,"7,808","4,151",103,"12,063",1
3304201,Resende,RJ,0,0,0,0,0,491,491,0,491,Outras culturas e sistemas,Aspersão - Outros,"9,805","10,709",715,"21,230","1,309"
3304300,Rio Bonito,RJ,0,0,0,0,0,0,0,0,0,,,"3,656",382,190,"4,228",212
3304409,Rio Claro,RJ,0,0,0,0,0,72,72,0,72,Outras culturas e sistemas,Outros ou sem predominância,"4,293","6,903",616,"11,813",0
3304508,Rio das Flores,RJ,0,0,0,0,0,335,335,0,335,Outras culturas e sistemas,Aspersão - Outros,"3,196","9,438",484,"13,117",1
3304524,Rio das Ostras,RJ,0,0,0,0,0,13,13,0,13,Outras culturas e sistemas,Outros ou sem predominância,"1,282",758,24,"2,063",796
3304557,Rio de Janeiro,RJ,0,0,0,0,0,708,708,0,708,Outras culturas e sistemas,Outros ou sem predominância,"1,612","2,411",382,"4,405",427
3304607,Santa Maria Madalena,RJ,0,0,0,0,0,85,85,0,85,Outras culturas e sistemas,Aspersão - Outros,"7,026","1,257",460,"8,743",366
3304706,Santo Antônio de Pádua,RJ,0,0,0,0,0,388,388,0,388,Outras culturas e sistemas,Aspersão - Outros,"4,324","8,492",637,"13,453",27
3304755,São Francisco de Itabapoana,RJ,0,0,0,89,89,880,969,887,"1,856",Cana fertirrigada,Localizada,"15,069","4,609",11,"19,688",447
3304805,São Fidélis,RJ,0,0,0,0,0,105,105,0,105,Outras culturas e sistemas,Outros ou sem predominância,"7,443","12,392","1,149","20,985",23
3304904,São Gonçalo,RJ,0,0,0,0,0,26,26,0,26,Outras culturas e sistemas,Outros ou sem predominância,391,140,57,587,30
3305000,São João da Barra,RJ,0,0,0,0,0,0,0,0,0,,,"3,812","1,581",13,"5,407",0
3305109,São João de Meriti,RJ,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
3305133,São José de Ubá,RJ,0,0,0,0,0,430,430,0,430,Outras culturas e sistemas,Aspersão - Outros,"1,211","3,644",245,"5,100",1
3305158,São José do Vale do Rio Preto,RJ,0,240,0,0,0,"1,207","1,447",0,"1,447",Outras culturas e sistemas,Aspersão - Outros,"2,473",167,172,"2,812",0
3305208,São Pedro da Aldeia,RJ,0,0,0,0,0,4,4,0,4,Outras culturas e sistemas,Outros ou sem predominância,"1,472",806,34,"2,312",599
3305307,São Sebastião do Alto,RJ,0,0,0,0,0,751,751,0,751,Outras culturas e sistemas,Outros ou sem predominância,"3,311","2,309",315,"5,935",0
3305406,Sapucaia,RJ,0,0,0,0,0,339,339,0,339,Outras culturas e sistemas,Aspersão - Outros,"4,532","3,354",505,"8,391",0
3305505,Saquarema,RJ,0,0,0,0,0,300,300,0,300,Outras culturas e sistemas,Localizada,"2,449",59,34,"2,542",717
3305554,Seropédica,RJ,0,0,0,0,0,266,266,0,266,Outras culturas e sistemas,Aspersão - Outros,"3,056","3,647",87,"6,789","2,726"
3305604,Silva Jardim,RJ,0,0,0,0,0,21,21,1,22,Outras culturas e sistemas,Aspersão - Outros,"6,205","7,407",521,"14,134",742
3305703,Sumidouro,RJ,0,0,0,0,0,"6,680","6,680",0,"6,680",Outras culturas e sistemas,Aspersão - Outros,"3,277",274,285,"3,837",0
3305752,Tanguá,RJ,0,0,0,0,0,35,35,0,35,Outras culturas e sistemas,Outros ou sem predominância,"1,156",81,43,"1,280",162
3305802,Teresópolis,RJ,0,0,0,0,0,"1,829","1,829",0,"1,829",Outras culturas e sistemas,Aspersão - Outros,"5,633","1,489",338,"7,460",0
3305901,Trajano de Moraes,RJ,0,0,0,0,0,219,219,0,219,Outras culturas e sistemas,Outros ou sem predominância,"5,973",374,509,"6,856",0
3306008,Três Rios,RJ,0,0,0,0,0,57,57,0,57,Outras culturas e sistemas,Outros ou sem predominância,"3,481","2,131",308,"5,920",107
3306107,Valença,RJ,0,0,0,0,0,208,208,0,208,Outras culturas e sistemas,Outros ou sem predominância,"8,735","14,147","1,332","24,214",28
3306156,Varre-Sai,RJ,0,0,0,0,0,104,104,0,104,Outras culturas e sistemas,Aspersão - Outros,"2,044",669,323,"3,036",0
3306206,Vassouras,RJ,0,0,0,0,0,470,470,0,470,Outras culturas e sistemas,Outros ou sem predominância,"3,855","5,210",410,"9,475",210
3306305,Volta Redonda,RJ,0,0,0,0,0,179,179,0,179,Outras culturas e sistemas,Outros ou sem predominância,"1,234",878,152,"2,264",542
3500105,Adamantina,SP,0,25,0,0,0,186,211,"10,188","10,399",Cana fertirrigada,Aspersão - Outros,"9,344",0,360,"9,704","1,146"
3500204,Adolfo,SP,0,0,0,83,83,0,83,"1,323","1,406",Cana fertirrigada,Outros ou sem predominância,"6,101","2,321",19,"8,440","1,063"
3500303,Aguaí,SP,0,0,0,"2,704","2,704",0,"2,704","1,000","3,705",Pivôs centrais,Aspersão - Pivôs Centrais,"8,569",0,596,"9,165","2,620"
3500402,Águas da Prata,SP,0,0,0,0,0,137,137,0,137,Outras culturas e sistemas,Aspersão - Outros,"1,912",0,530,"2,442",0
3500501,Águas de Lindóia,SP,0,0,0,0,0,6,6,0,6,Outras culturas e sistemas,Aspersão - Outros,604,6,245,855,0
3500550,Águas de Santa Bárbara,SP,0,0,0,566,566,152,718,26,745,Pivôs centrais,Aspersão - Pivôs Centrais,"7,571",213,435,"8,219","3,229"
3500600,Águas de São Pedro,SP,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
3500709,Agudos,SP,0,0,0,243,243,74,317,398,715,Cana fertirrigada,Outros ou sem predominância,"11,173","2,472","1,007","14,652","2,903"
3500758,Alambari,SP,0,0,0,0,0,6,6,0,6,Outras culturas e sistemas,Outros ou sem predominância,"2,143",2,76,"2,221","1,677"
3500808,Alfredo Marcondes,SP,0,0,0,0,0,14,14,0,14,Outras culturas e sistemas,Aspersão - Outros,"1,189",0,121,"1,310","1,189"
3500907,Altair,SP,0,0,0,120,120,0,120,"5,852","5,972",Cana fertirrigada,Outros ou sem predominância,"3,653",0,260,"3,913","1,833"
3501004,Altinópolis,SP,0,0,0,280,280,0,280,"4,844","5,124",Cana fertirrigada,Localizada,"15,285",274,"1,135","16,694","2,564"
3501103,Alto Alegre,SP,0,0,0,0,0,28,28,692,720,Cana fertirrigada,Outros ou sem predominância,"3,844",0,364,"4,208",40
3501152,Alumínio,SP,0,0,0,0,0,0,0,0,0,,,696,29,63,788,152
3501202,Álvares Florence,SP,0,0,0,157,157,171,328,0,328,Outras culturas e sistemas,Localizada,"3,521",6,258,"3,785","3,404"
3501301,Álvares Machado,SP,0,0,0,0,0,216,216,0,216,Outras culturas e sistemas,Aspersão - Outros,"2,578",5,241,"2,823","1,763"
3501400,Álvaro de Carvalho,SP,0,0,0,0,0,0,0,0,0,,,"1,293",0,130,"1,423",355
3501509,Alvinlândia,SP,0,370,0,0,0,247,617,0,617,Café,Localizada,991,54,75,"1,120",991
3501608,Americana,SP,0,0,0,0,0,0,0,"1,597","1,597",Cana fertirrigada,,"2,150",491,0,"2,642","1,046"
3501707,Américo Brasiliense,SP,0,0,0,0,0,0,0,"6,303","6,303",Cana fertirrigada,,"3,068",0,123,"3,192",422
3501806,Américo de Campos,SP,0,0,0,141,141,7,148,5,153,Pivôs centrais,Aspersão - Pivôs Centrais,"1,823",0,183,"2,006","1,823"
3501905,Amparo,SP,0,0,0,32,32,309,340,0,340,Outras culturas e sistemas,Aspersão - Outros,"6,376",16,636,"7,029",764
3502002,Analândia,SP,0,0,0,45,45,0,45,0,45,Pivôs centrais,Aspersão - Pivôs Centrais,"4,205",94,403,"4,702",822
3502101,Andradina,SP,0,0,0,458,458,112,570,"21,005","21,575",Cana fertirrigada,Outros ou sem predominância,"16,608","1,763",342,"18,712","2,187"
3502200,Angatuba,SP,0,0,0,"4,003","4,003",0,"4,003",0,"4,003",Pivôs centrais,Aspersão - Pivôs Centrais,"10,910","1,869",618,"13,397","10,233"
3502309,Anhembi,SP,0,0,0,0,0,0,0,0,0,,,"11,183","2,552",999,"14,735","5,698"
3502408,Anhumas,SP,0,0,0,0,0,86,86,"2,315","2,401",Cana fertirrigada,Outros ou sem predominância,"5,618",13,299,"5,930","1,041"
3502507,Aparecida,SP,61,0,0,0,0,0,61,0,61,Arroz,Superficial,"1,014",848,135,"1,997",199
3502606,Aparecida d'Oeste,SP,0,0,0,0,0,"1,555","1,555",165,"1,720",Outras culturas e sistemas,Aspersão - Outros,"1,300",61,127,"1,487",442
3502705,Apiaí,SP,0,0,0,0,0,365,365,0,365,Outras culturas e sistemas,Localizada,"6,341","2,472",748,"9,561",170
3502754,Araçariguama,SP,0,0,0,0,0,0,0,0,0,,,"2,213",687,131,"3,032",0
3502804,Araçatuba,SP,0,0,0,168,168,467,635,"11,781","12,416",Cana fertirrigada,Aspersão - Outros,"27,706","8,000",418,"36,124","10,707"
3502903,Araçoiaba da Serra,SP,0,0,0,0,0,214,214,0,214,Outras culturas e sistemas,Outros ou sem predominância,"4,679",0,329,"5,009","4,029"
3503000,Aramina,SP,0,0,0,50,50,5,55,421,477,Cana fertirrigada,Outros ou sem predominância,"5,211",28,275,"5,514",449
3503109,Arandu,SP,0,0,0,745,745,0,745,0,745,Pivôs centrais,Aspersão - Pivôs Centrais,"5,943",25,497,"6,464","4,495"
3503158,Arapeí,SP,0,0,0,0,0,0,0,0,0,,,"1,159","1,032",185,"2,377",0
3503208,Araraquara,SP,0,0,0,0,0,426,426,"20,846","21,272",Cana fertirrigada,Localizada,"22,304",7,"1,603","23,915","3,347"
3503307,Araras,SP,0,0,0,63,63,289,352,"12,619","12,971",Cana fertirrigada,Outros ou sem predominância,"10,589",0,615,"11,204","1,324"
3503356,Arco-Íris,SP,0,0,0,0,0,78,78,73,151,Outras culturas e sistemas,Outros ou sem predominância,"6,155",0,231,"6,386","1,122"
3503406,Arealva,SP,0,16,0,26,26,"3,249","3,291",0,"3,291",Outras culturas e sistemas,Localizada,"11,329","1,600",917,"13,846","4,082"
3503505,Areias,SP,0,0,0,0,0,0,0,0,0,,,"2,155","1,889",315,"4,360",0
3503604,Areiópolis,SP,0,0,0,0,0,0,0,"3,762","3,762",Cana fertirrigada,,"4,437",0,219,"4,656",183
3503703,Ariranha,SP,0,0,0,0,0,184,184,"9,882","10,066",Cana fertirrigada,Localizada,"1,298",0,43,"1,341",0
3503802,Artur Nogueira,SP,0,0,0,0,0,148,148,252,400,Cana fertirrigada,Localizada,"2,652",0,72,"2,724",706
3503901,Arujá,SP,0,0,0,0,0,174,174,0,174,Outras culturas e sistemas,Aspersão - Outros,619,86,101,806,99
3503950,Aspásia,SP,0,0,0,0,0,417,417,0,417,Outras culturas e sistemas,Localizada,498,0,38,536,498
3504008,Assis,SP,0,0,0,0,0,513,513,"1,294","1,807",Cana fertirrigada,Aspersão - Outros,"8,241",319,683,"9,242","1,248"
3504107,Atibaia,SP,0,0,0,0,0,"1,382","1,382",0,"1,382",Outras culturas e sistemas,Localizada,"6,783",106,503,"7,391","2,522"
3504206,Auriflama,SP,0,0,0,0,0,10,10,0,10,Outras culturas e sistemas,Outros ou sem predominância,"5,573",0,242,"5,814","2,771"
3504305,Avaí,SP,0,0,0,0,0,313,313,241,554,Outras culturas e sistemas,Localizada,"5,094","5,478",660,"11,233","2,996"
3504404,Avanhandava,SP,0,0,0,0,17,0,0,"6,018","6,018",Cana fertirrigada,Aspersão - Outros,"7,097",0,352,"7,448",541
3504503,Avaré,SP,0,0,0,"2,866","2,866",302,"3,168","9,186","12,353",Cana fertirrigada,Outros ou sem predominância,"24,536",368,"2,036","26,940","10,710"
3504602,Bady Bassitt,SP,0,0,0,0,0,55,55,0,55,Outras culturas e sistemas,Outros ou sem predominância,668,0,58,726,56
3504701,Balbinos,SP,0,0,0,0,0,0,0,0,0,,,"2,067",0,70,"2,137",71
3504800,Bálsamo,SP,0,0,0,0,0,112,112,0,112,Outras culturas e sistemas,Aspersão - Outros,"1,231",0,301,"1,532",0
3504909,Bananal,SP,0,0,0,0,0,8,8,0,8,Outras culturas e sistemas,Aspersão - Outros,"4,400","1,314",402,"6,116",0
3505005,Barão de Antonina,SP,0,0,0,0,0,0,0,0,0,,,"2,181","3,285",100,"5,566","1,785"
3505104,Barbosa,SP,0,0,0,0,0,0,0,0,0,,,"5,378",665,88,"6,131","1,326"
3505203,Bariri,SP,0,0,0,0,0,"1,122","1,122","9,677","10,799",Cana fertirrigada,Localizada,"9,864",494,648,"11,007","1,939"
3505302,Barra Bonita,SP,0,0,0,0,0,4,4,"9,539","9,543",Cana fertirrigada,Aspersão - Outros,"6,036",165,310,"6,511","1,052"
3505351,Barra do Chapéu,SP,0,0,0,0,0,41,41,0,41,Outras culturas e sistemas,Localizada,"3,365","1,405",415,"5,185",0
3505401,Barra do Turvo,SP,0,0,0,0,0,19,19,0,19,Outras culturas e sistemas,Outros ou sem predominância,"3,063","4,400",0,"7,464",0
3505500,Barretos,SP,0,0,0,"1,154","1,364",0,"1,154","16,903","18,057",Cana fertirrigada,Localizada,"28,284",504,"1,284","30,072","4,291"
3505609,Barrinha,SP,0,0,0,0,28,6,6,"10,511","10,517",Cana fertirrigada,Outros ou sem predominância,"5,274",0,142,"5,416",638
3505708,Barueri,SP,0,0,0,0,0,0,0,0,0,,,180,6,48,234,180
3505807,Bastos,SP,0,0,0,0,0,61,61,493,554,Cana fertirrigada,Aspersão - Outros,"3,078",0,136,"3,214","1,185"
3505906,Batatais,SP,0,0,94,109,196,128,331,"16,876","17,207",Cana fertirrigada,Outros ou sem predominância,"16,374",0,840,"17,215",863
3506003,Bauru,SP,0,0,0,0,0,924,924,0,924,Outras culturas e sistemas,Localizada,"5,086","3,898",963,"9,947","4,216"
3506102,Bebedouro,SP,0,19,0,0,0,"1,791","1,810",438,"2,248",Outras culturas e sistemas,Localizada,"13,532",0,533,"14,065",671
3506201,Bento de Abreu,SP,0,0,0,0,0,0,0,"9,765","9,765",Cana fertirrigada,,"3,481",0,192,"3,673",8
3506300,Bernardino de Campos,SP,0,0,0,"2,417","2,417",0,"2,417","1,208","3,625",Pivôs centrais,Aspersão - Pivôs Centrais,"4,029",421,411,"4,861",539
3506359,Bertioga,SP,0,0,0,0,0,0,0,0,0,,,670,136,11,817,627
3506409,Bilac,SP,0,0,0,0,0,63,63,384,447,Cana fertirrigada,Localizada,"2,611",0,88,"2,699",392
3506508,Birigui,SP,0,0,0,357,357,"1,083","1,440","1,692","3,133",Cana fertirrigada,Aspersão - Outros,"7,090",149,186,"7,425","1,382"
3506607,Biritiba Mirim,SP,0,0,0,0,0,"1,611","1,611",0,"1,611",Outras culturas e sistemas,Aspersão - Outros,"2,787",575,52,"3,413","2,243"
3506706,Boa Esperança do Sul,SP,0,0,0,0,0,"7,621","7,621","3,656","11,276",Outras culturas e sistemas,Localizada,"18,969",0,"1,051","20,020","4,278"
3506805,Bocaina,SP,0,0,0,0,0,39,39,"9,896","9,935",Cana fertirrigada,Outros ou sem predominância,"8,280",8,720,"9,007","1,205"
3506904,Bofete,SP,0,0,0,0,0,9,9,0,9,Outras culturas e sistemas,Aspersão - Outros,"6,936","5,332","1,013","13,281","3,270"
3507001,Boituva,SP,0,0,0,0,0,99,99,"3,429","3,528",Cana fertirrigada,Outros ou sem predominância,"3,307",13,253,"3,573","1,207"
3507100,Bom Jesus dos Perdões,SP,0,0,0,0,0,47,47,0,47,Outras culturas e sistemas,Localizada,946,509,97,"1,552",218
3507159,Bom Sucesso de Itararé,SP,0,0,0,0,0,0,0,0,0,,,841,483,135,"1,459",0
3507209,Borá,SP,0,0,0,0,0,0,0,"1,977","1,977",Cana fertirrigada,,"1,257",0,123,"1,380",0
3507308,Boracéia,SP,0,0,0,0,0,15,15,0,15,Outras culturas e sistemas,Aspersão - Outros,"2,779",105,130,"3,014",655
3507407,Borborema,SP,0,0,0,0,0,60,60,"2,286","2,346",Cana fertirrigada,Localizada,"14,804","1,222",372,"16,398","3,268"
3507456,Borebi,SP,0,0,0,70,70,"2,286","2,357",0,"2,357",Outras culturas e sistemas,Outros ou sem predominância,"3,588",262,294,"4,144",539
3507506,Botucatu,SP,0,0,0,71,71,"2,531","2,601",26,"2,627",Outras culturas e sistemas,Aspersão - Outros,"24,090","1,602","1,685","27,376","7,990"
3507605,Bragança Paulista,SP,0,0,0,29,29,144,172,0,172,Outras culturas e sistemas,Outros ou sem predominância,"7,805",178,729,"8,713","1,975"
3507704,Braúna,SP,0,0,0,0,0,0,0,"2,868","2,868",Cana fertirrigada,Aspersão - Outros,"1,174",0,145,"1,319",0
3507753,Brejo Alegre,SP,0,0,0,132,132,284,416,"2,734","3,149",Cana fertirrigada,Outros ou sem predominância,"5,019",796,70,"5,885","2,436"
3507803,Brodowski,SP,0,0,0,59,59,93,152,"5,353","5,504",Cana fertirrigada,Localizada,"4,929",29,368,"5,326",259
3507902,Brotas,SP,0,121,0,827,827,568,"1,516","7,134","8,651",Cana fertirrigada,Outros ou sem predominância,"24,119",739,"2,065","26,923","4,583"
3508009,Buri,SP,0,0,0,"6,960","6,960","1,444","8,404",0,"8,404",Pivôs centrais,Aspersão - Pivôs Centrais,"24,569","2,952","1,267","28,788","23,365"
